Games,Event,Team,Pos,Medal,As,athlete_id,NOC,Discipline,Nationality
2024 Summer Olympics,"Volleyball, Men",United States,3,Bronze,Taylor Averill,155380,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Men",United States,3,Bronze,David Smith,126736,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Men",United States,3,Bronze,Erik Shoji,136383,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Micha Hancock,1302615,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Jordyn Poulter,147297,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Avery Skinner,155367,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Justine Wong-Orantes,147298,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Lauren Carlini,155371,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Jordan Larson,126649,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Annie Drews,147293,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Jordan Thompson,147296,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Haleigh Washington,147295,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Dana Rettke,155368,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Kathryn Plummer,155369,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Kelsey Robinson-Cook,132178,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Volleyball, Women",United States,2,Silver,Chiaka Ogbogu,147294,USA,Volleyball ( Volleyball ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Adrian Weinberg,155533,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Johnny Hooper,147497,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Marko Vavic,147498,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Alex Obert,136391,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Hannes Daube,147496,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Luca Cupido,136396,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Ben Hallock,136393,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Dylan Woodhead,147495,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Alex Bowen,136390,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Chase Dodd,155534,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Ryder Dodd,155535,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Max Irving,147499,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Men",United States,3,Bronze,Drew Holland,147494,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Ashleigh Johnson,132182,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Maddie Musselman,132186,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Tara Prentice,155532,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Rachel Fattal,132188,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Jenna Flynn,155527,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Maggie Steffens,126741,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Jordan Raney,155529,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Ryann Neushul,155531,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Jewel Roemer,155528,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Kaleigh Gilchrist,132183,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Emily Ausmus,155526,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Jovana Sekulic,155530,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Water Polo, Women",United States,4,,Amanda Longan,147301,USA,Water Polo ( Aquatics ),
2024 Summer Olympics,"Featherweight, Men",,3,Bronze,Hampton Morris,155590,USA,Weightlifting,
2024 Summer Olympics,"Heavyweight, Men",,8,,Wes Kitts,147503,USA,Weightlifting,
2024 Summer Olympics,"Flyweight, Women",,5,,Jourdan Delacruz,147304,USA,Weightlifting,
2024 Summer Olympics,"Middleweight, Women",,1,Gold,Olivia Reeves,155589,USA,Weightlifting,
2024 Summer Olympics,"Super-Heavyweight, Women",,5,,Mary Theisen-Lappen,155588,USA,Weightlifting,
2024 Summer Olympics,"Middleweight, Greco-Roman, Men",,11,,Kamal Bey,155757,USA,Wrestling,
2024 Summer Olympics,"Light-Heavyweight, Greco-Roman, Men",,16,,Payton Jacobson,155759,USA,Wrestling,
2024 Summer Olympics,"Heavyweight, Greco-Roman, Men",,9,,Josef Rau,155756,USA,Wrestling,
2024 Summer Olympics,"Super-Heavyweight, Greco-Roman, Men",,12,,Adam Coon,155755,USA,Wrestling,
2024 Summer Olympics,"Featherweight, Freestyle, Men",,2,Silver,Spencer Lee,155760,USA,Wrestling,
2024 Summer Olympics,"Welterweight, Freestyle, Men",,13,,Zain Retherford,155761,USA,Wrestling,
2024 Summer Olympics,"Middleweight, Freestyle, Men",,=3,Bronze,Kyle Dake,147508,USA,Wrestling,
2024 Summer Olympics,"Light-Heavyweight, Freestyle, Men",,=3,Bronze,Aaron Brooks,155754,USA,Wrestling,
2024 Summer Olympics,"Heavyweight, Freestyle, Men",,=5,,Kyle Snyder,136404,USA,Wrestling,
2024 Summer Olympics,"Super-Heavyweight, Freestyle, Men",,10,,Mason Parris,155758,USA,Wrestling,
2024 Summer Olympics,"Flyweight, Freestyle, Women",,1,Gold,Sarah Hildebrandt,147309,USA,Wrestling,
2024 Summer Olympics,"Featherweight, Freestyle, Women",,11,,Dominique Parrish,155752,USA,Wrestling,
2024 Summer Olympics,"Lightweight, Freestyle, Women",,=3,Bronze,Helen Maroulis,132194,USA,Wrestling,
2024 Summer Olympics,"Middleweight, Freestyle, Women",,7,,Kayla Miracle,147308,USA,Wrestling,
2024 Summer Olympics,"Light-Heavyweight, Freestyle, Women",,1,Gold,Amit Elor,155751,USA,Wrestling,
2024 Summer Olympics,"Heavyweight, Freestyle, Women",,2,Silver,Kennedy Blades,155753,USA,Wrestling,
2026 Winter Olympics,"Downhill, Men",,10,,Kyle Negomir,157252,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Men",,26,,Kyle Negomir,157252,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Men",,DNF,,Kyle Negomir,157252,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Team Combined, Men",River Radamus,19,,Kyle Negomir,157252,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Men",,13,,Bryce Bennett,138248,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Men",,18,,Ryan Cochran-Siegle,138251,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Men",,2,Silver,Ryan Cochran-Siegle,138251,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Men",,19,,Sam Morse,157251,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Men",,23,,Sam Morse,157251,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Men",,DNF,,River Radamus,2302013,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Men",,17,,River Radamus,2302013,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Slalom, Men",,DNF,,River Radamus,2302013,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Team Combined, Men",Kyle Negomir,19,,River Radamus,2302013,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Men",,25,,Ryder Sarchett,157253,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Women",,1,Gold,Breezy Johnson,138247,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Women",,DNF,,Breezy Johnson,138247,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Mikaela Shiffrin,4,,Breezy Johnson,138247,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Women",,=4,,Jackie Wiles,128670,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Women",,13,,Jackie Wiles,128670,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Paula Moltzan,3,Bronze,Jackie Wiles,128670,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Women",,21,,Isabella Wright,149066,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Nina O'Brien,DNF,,Isabella Wright,149066,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Downhill, Women",,DNF,,Lindsey Vonn,101437,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Women",,15,,Keely Cashman,2302012,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",A. J. Hurt,15,,Keely Cashman,2302012,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Super G, Women",,DNF,,Mary Bocock,157204,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Women",,11,,Mikaela Shiffrin,128669,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Slalom, Women",,1,Gold,Mikaela Shiffrin,128669,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Breezy Johnson,4,,Mikaela Shiffrin,128669,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Women",,15,,Paula Moltzan,149064,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Slalom, Women",,8,,Paula Moltzan,149064,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Jackie Wiles,3,Bronze,Paula Moltzan,149064,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Women",,20,,Nina O'Brien,149065,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Slalom, Women",,DNF,,Nina O'Brien,149065,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Isabella Wright,DNF,,Nina O'Brien,149065,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Giant Slalom, Women",,DNF,,A. J. Hurt,149062,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Slalom, Women",,19,,A. J. Hurt,149062,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"Combined, Women",Keely Cashman,15,,A. J. Hurt,149062,USA,Alpine Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres Sprint, Men",,12,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"12.5 kilometres Pursuit, Men",,8,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Mixed",United States,14,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"15 kilometres Mass Start, Men",,29,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"20 kilometres, Men",,27,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"4 × 7.5 kilometres Relay, Men",United States,5,,Campbell Wright,138808,USA,Biathlon,
2026 Winter Olympics,"10 kilometres Sprint, Men",,47,,Paul Schommer,149078,USA,Biathlon,
2026 Winter Olympics,"12.5 kilometres Pursuit, Men",,48,,Paul Schommer,149078,USA,Biathlon,
2026 Winter Olympics,"20 kilometres, Men",,44,,Paul Schommer,149078,USA,Biathlon,
2026 Winter Olympics,"4 × 7.5 kilometres Relay, Men",United States,5,,Paul Schommer,149078,USA,Biathlon,
2026 Winter Olympics,"10 kilometres Sprint, Men",,65,,Sean Doherty,128679,USA,Biathlon,
2026 Winter Olympics,"20 kilometres, Men",,80,,Sean Doherty,128679,USA,Biathlon,
2026 Winter Olympics,"4 × 7.5 kilometres Relay, Men",United States,5,,Sean Doherty,128679,USA,Biathlon,
2026 Winter Olympics,"10 kilometres Sprint, Men",,66,,Maxime Germain,157259,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Mixed",United States,14,,Maxime Germain,157259,USA,Biathlon,
2026 Winter Olympics,"20 kilometres, Men",,67,,Maxime Germain,157259,USA,Biathlon,
2026 Winter Olympics,"4 × 7.5 kilometres Relay, Men",United States,5,,Maxime Germain,157259,USA,Biathlon,
2026 Winter Olympics,"7.5 kilometres Sprint, Women",,47,,Deedra Irwin,149076,USA,Biathlon,
2026 Winter Olympics,"10 kilometres Pursuit, Women",,35,,Deedra Irwin,149076,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Mixed",United States,14,,Deedra Irwin,149076,USA,Biathlon,
2026 Winter Olympics,"15 kilometres, Women",,34,,Deedra Irwin,149076,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Women",United States,18,,Deedra Irwin,149076,USA,Biathlon,
2026 Winter Olympics,"7.5 kilometres Sprint, Women",,66,,Margie Freed,157211,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Mixed",United States,14,,Margie Freed,157211,USA,Biathlon,
2026 Winter Olympics,"15 kilometres, Women",,21,,Margie Freed,157211,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Women",United States,18,,Margie Freed,157211,USA,Biathlon,
2026 Winter Olympics,"7.5 kilometres Sprint, Women",,72,,Joanne Reid,138257,USA,Biathlon,
2026 Winter Olympics,"15 kilometres, Women",,68,,Joanne Reid,138257,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Women",United States,18,,Joanne Reid,138257,USA,Biathlon,
2026 Winter Olympics,"7.5 kilometres Sprint, Women",,79,,Luci Anderson,157210,USA,Biathlon,
2026 Winter Olympics,"15 kilometres, Women",,84,,Luci Anderson,157210,USA,Biathlon,
2026 Winter Olympics,"4 × 6 kilometres Relay, Women",United States,18,,Luci Anderson,157210,USA,Biathlon,
2026 Winter Olympics,"Two, Men",Josh Williamson,4,,Frankie Del Duca,149071,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 2,12,,Frankie Del Duca,149071,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Men",Frankie Del Duca,4,,Josh Williamson,149075,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 2,12,,Josh Williamson,149075,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 1,11,,Kris Horn,149072,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 1,11,,Caleb Furnell,157254,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 1,11,,Hunter Powell,157256,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 1,11,,Carsten Vissering,157258,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 2,12,,Boone Niederhofer,157255,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Four, Open",United States 2,12,,Bryan Sosoo,157257,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Jasmine Jones,3,Bronze,Kaillie Humphries,118672,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Monobob, Women",,3,Bronze,Kaillie Humphries,118672,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Kaillie Humphries,3,Bronze,Jasmine Jones,157206,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Azaria Hill,5,,Kaysha Love,149069,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Monobob, Women",,7,,Kaysha Love,149069,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Kaysha Love,5,,Azaria Hill,157205,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Jadin O'Brien,=7,,Elana Meyers Taylor,118644,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Monobob, Women",,1,Gold,Elana Meyers Taylor,118644,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Two, Women",Elana Meyers Taylor,=7,,Jadin O'Brien,157208,USA,Bobsleigh ( Bobsleigh ),
2026 Winter Olympics,"Sprint, Men",,2,Silver,Ben Ogden,149085,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Men",,DNS,,Ben Ogden,149085,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 10 kilometres Relay, Men",United States,6,,Ben Ogden,149085,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Team Sprint, Men",Gus Schumacher,2,Silver,Ben Ogden,149085,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Men",,8,,J. C. Schoonmaker,149086,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Men",,28,,Zak Ketterson,157261,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Men",,38,,Zak Ketterson,157261,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Men",,43,,Zak Ketterson,157261,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 10 kilometres Relay, Men",United States,6,,Zak Ketterson,157261,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Men",,=31,,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Men",,39,,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Men",,13,,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Men",,24,,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 10 kilometres Relay, Men",United States,6,,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Team Sprint, Men",Ben Ogden,2,Silver,Gus Schumacher,149087,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Men",,14,,John Steel Hagenbuch,157260,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 10 kilometres Relay, Men",United States,6,,John Steel Hagenbuch,157260,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Men",,32,,Zanden McMullen,157262,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Men",,36,,Zanden McMullen,157262,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Men",,35,,Hunter Wonders,2302020,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Men",,31,,Hunter Wonders,2302020,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Women",,6,,Julia Kern,149079,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Women",,24,,Julia Kern,149079,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 5 kilometres Relay, Women",United States,5,,Julia Kern,149079,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Team Sprint, Women",Jessie Diggins,5,,Julia Kern,149079,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Women",,17,,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Women",,3,Bronze,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Women",,5,,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Women",,8,,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 5 kilometres Relay, Women",United States,5,,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Team Sprint, Women",Julia Kern,5,,Jessie Diggins,128689,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Women",,19,,Samantha Smith,157213,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Sprint, Women",,30,,Lauren Jortberg,157212,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Women",,31,,Novie McCabe,149081,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Women",,26,,Novie McCabe,149081,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 5 kilometres Relay, Women",United States,5,,Novie McCabe,149081,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Women",,38,,Kendall Kramer,138909,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Women",,26,,Kendall Kramer,138909,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"10 kilometres, Women",,39,,Hailey Swirbul,149082,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Women",,19,,Hailey Swirbul,149082,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"50 kilometres, Women",,15,,Rosie Brennan,138267,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Skiathlon, Women",,37,,Rosie Brennan,138267,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"4 × 5 kilometres Relay, Women",United States,5,,Rosie Brennan,138267,USA,Cross Country Skiing ( Skiing ),
2026 Winter Olympics,"Curling, Women",United States,4,,Tabitha Peterson-Lovick,138280,USA,Curling,
2026 Winter Olympics,"Curling, Women",United States,4,,Cory Thiesse,1800083,USA,Curling,
2026 Winter Olympics,"Doubles, Mixed",Korey Dropkin,2,Silver,Cory Thiesse,1800083,USA,Curling,
2026 Winter Olympics,"Curling, Women",United States,4,,Tara Peterson,149089,USA,Curling,
2026 Winter Olympics,"Curling, Women",United States,4,,Taylor Anderson-Heide,2300976,USA,Curling,
2026 Winter Olympics,"Curling, Women",United States,DNS,,Aileen Geving,138278,USA,Curling,
2026 Winter Olympics,"Doubles, Mixed",Cory Thiesse,2,Silver,Korey Dropkin,2300977,USA,Curling,
2026 Winter Olympics,"Singles, Men",,8,,Ilia Malinin,157277,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Ilia Malinin,157277,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Singles, Men",,12,,Andrew Torgashev,157281,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Singles, Men",,20,,Maxim Naumov,157278,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Singles, Women",,1,Gold,Alysa Liu,149110,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Alysa Liu,149110,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Singles, Women",,5,,Amber Glenn,157223,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Amber Glenn,157223,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Singles, Women",,12,,Isabeau Levito,157225,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Pairs, Mixed",Spencer Howe,7,,Emily Chan,157222,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Pairs, Mixed",Emily Chan,7,,Spencer Howe,157275,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Pairs, Mixed",Danny O'Shea,9,,Ellie Kam,157224,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Ellie Kam,157224,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Pairs, Mixed",Ellie Kam,9,,Danny O'Shea,157279,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Danny O'Shea,157279,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Evan Bates,2,Silver,Madison Chock,128718,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Madison Chock,128718,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Madison Chock,2,Silver,Evan Bates,119076,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Team, Mixed",United States,1,Gold,Evan Bates,119076,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Vadym Kolesnik,5,,Emilea Zingas,157226,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Emilea Zingas,5,,Vadym Kolesnik,157276,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Anthony Ponomarenko,11,,Christina Carreira,157221,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Ice Dancing, Mixed",Christina Carreira,11,,Anthony Ponomarenko,157280,USA,Figure Skating ( Skating ),
2026 Winter Olympics,"Moguls, Men",,7,,Nick Page,149102,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Men",,15,,Nick Page,149102,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Men",,12,,Charlie Mickel,157271,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Men",,6,,Charlie Mickel,157271,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Men",,13,,Dylan Walczyk,149105,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Men",,7,,Dylan Walczyk,149105,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Men",,17,,Landon Wendler,157274,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Men",,26,,Landon Wendler,157274,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Team Aerials, Mixed",United States,1,Gold,Chris Lillis,149100,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Men",,8,,Chris Lillis,149100,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Men",,11,,Derek Krueger,157270,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Team Aerials, Mixed",United States,1,Gold,Connor Curran,157267,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Men",,12,,Connor Curran,157267,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Men",,DNS,,Quinn Dehlinger,157268,USA,Freestyle Skiing ( Skiing ),
