Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,Arthur Fleming•Andrews,Arthur•Andrews,"1 September 1876 in Muncie, Indiana (USA)","20 March 1930 in Long Beach, California (USA)",United States,13410,,,,,,,,
Competed in Olympic Games,Male,"Harry Warren ""Skip""•Cutting, III",Skip•Cutting,"9 June 1946 in Indianapolis, Indiana (USA)",,United States,14042,183 cm / 80 kg,Riverside Bicycle Club,,,,,,
Competed in Olympic Games,Male,David Lee•Sharp,David•Sharp,"16 July 1941 in Indianapolis, Indiana (USA)",,United States,16554,173 cm / 72 kg,Santa Monica Cycling Club,,,,,,
Competed in Olympic Games,Male,Carl Edward•Sundquist,Carl•Sundquist,"24 November 1961 in Indianapolis, Indiana (USA)",,United States,16742,183 cm / 79 kg,,,,,,,
Competed in Olympic Games • Referee,Male,Allen Beverly•Milner,Allen•Milner,"1 February 1896 in Lafayette, Indiana (USA)","11 March 1938 in Levallois-Perret, Hauts-de-Seine (FRA)",United States,23759,,,,,,,,
Competed in Olympic Games,Female,Muriel Evelyn•Davis-Grossfeld,Muriel•Davis-Grossfeld,"7 October 1940 in Speedway, Indiana (USA)","17 January 2021 in Milford, Connecticut (USA)",United States,29237,160 cm / 50 kg,Southern Connecticut Gym Club,,,,,,
Competed in Olympic Games,Female,"Jaycie Lynn•Phelps (-McClure, -Marus)",Jaycie•Phelps,"26 September 1979 in Indianapolis, Indiana (USA)",,United States,29274,,Cincinnati Gymnastics Academy,,,,,,
Competed in Olympic Games,Female,"Sandra Marlene•Ruddick (Anderson-, -John)",Sandra•Ruddick,"3 September 1932 in Indianapolis, Indiana (USA)","10 October 2017 in Wilkes-Barre, Pennsylvania (USA)",United States,29280,176 cm / 59 kg,Athenaeum Turners,,,,,,
Competed in Olympic Games,Male,Maurice Joseph•Barry,Maurice•Barry,"31 December 1880 in Indianapolis, Indiana (USA)","15 May 1967 in Rochester, Minnesota (USA)",United States,31283,,"Socialer Turnverein, Indianapolis (USA)",,,,,,
Competed in Olympic Games,Male,Harry Conrad•Prinzler,Harry•Prinzler,"25 January 1883 in Indianapolis, Indiana (USA)","25 December 1952 in Indianapolis, Indiana (USA)",United States,31403,,"Socialer Turnverein, Indianapolis (USA)",,,,,,
Competed in Olympic Games,Male,Willard August•Schrader,Willard•Schrader,"5 May 1883 in Marion, Indiana (USA)","24 June 1971 in Vincennes, Indiana (USA)",United States,31428,,"Socialer Turnverein, Indianapolis (USA)",,,,,,
Competed in Olympic Games,Male,"Robert Ray ""Bob""•Djokovich",Bob•Djokovich,"10 August 1956 in Gary, Indiana (USA)",,United States,32972,190 cm / 89 kg,Colorado Stars,,,,,,
Competed in Olympic Games,Male,Joel Raymond•Voelkert,Joel•Voelkert,"25 November 1948 in Elkhart, Indiana (USA)",,United States,33023,194 cm / 90 kg,,,,,,,
Competed in Olympic Games,Male,"John W. ""Jack""•Alexander",Jack•Alexander,"18 November 1954 in South Bend, Indiana (USA)",,Canada,34659,182 cm / 69 kg,,,,,,,
Competed in Olympic Games,Male,"James Hamish ""Jamie""•Hamilton",Jamie•Hamilton,"15 November 1900 in Indianapolis, Indiana (USA)","24 May 1988 in Westminster, England (GBR)",Great Britain,37322,66 kg,"Thames Rowing Club, Putney (GBR)",Hamish,,,,,
Competed in Olympic Games,Female,"Melissa C. ""Missy""•Schwen-Ryan",Missy•Schwen-Ryan,"17 July 1972 in Bloomington, Indiana (USA)",,United States,40508,172 cm / 65 kg,Princeton Training Centre,,,,,,
Competed in Olympic Games,Male,Tony Dean•Brooks,Tony•Brooks,"3 August 1950 in Indianapolis, Indiana (USA)",,United States,40563,191 cm / 82 kg,"Vesper Boat Club, Philadelphia (USA)",,,,,,
Competed in Olympic Games,Male,"James Ralph ""Jim""•Dunbar",Jim•Dunbar,"17 July 1930 in Crawfordsville, Indiana (USA)","14 May 2018 in The Woodlands, Texas (USA)",United States,40628,,"US Air Force, (USA)",,,,,,
Competed in Olympic Games,Male,John Hamann•Nunn,John•Nunn,"12 October 1942 in Terre Haute, Indiana (USA)",,United States,40820,198 cm / 91 kg,Detroit Boat Club / Long Beach,,,,,,
Competed in Olympic Games,Male,"Donald Lee ""Don""•Durbin",Don•Durbin,"28 November 1936 in New Albany, Indiana (USA)",,United States,44650,175 cm / 84 kg,Louisville Rifle Club,,,,,,
Competed in Olympic Games,Male,Harry Wendell•Reeves,Harry•Reeves,"3 December 1910 in Edwardsport, Indiana (USA)","5 February 2001 in Andrews, North Carolina (USA)",United States,44741,,,,,,,,
Competed in Olympic Games,Male,"Verle Franklin•Wright, Jr.","Verle•Wright, Jr.","19 January 1928 in Muncie, Indiana (USA)","4 November 2012 in Nacogdoches, Texas (USA)",United States,44795,172 cm / 82 kg,,,,,,,
Competed in Olympic Games,Male,"Nikolaos ""Nikos""•Paleokrassas",Nikos•Paleokrassas,"25 March 1968 in ?, Indiana (USA)",,Greece,47994,,,,,,,"Νικόλαος ""Νίκος""•Παλεοκρασσας",
Competed in Olympic Games,Female,Jeanne Ellen•Collier (-Sitzberger),Jeanne•Collier,"15 May 1946 in Indianapolis, Indiana (USA)",,United States,50993,156 cm / 48 kg,Dick Smith Swim Gym,,,,,,
Competed in Olympic Games,Female,"Euphrasia Louise ""Fraze""•Donnelly (-Bungard, -Berlin)",Fraze•Donnelly,"6 June 1905 in Indianapolis, Indiana (USA)","20 May 1963 in Warsaw, Indiana (USA)",United States,51005,163 cm,Hoosier Athletic Club,,,,,,
Competed in Olympic Games,Female,"Kathleen ""Kathy""•Ellis (-Landgraf, -Greer)",Kathy•Ellis,"28 November 1946 in Indianapolis, Indiana (USA)",,United States,51011,169 cm / 59 kg,Riviera Club,,,,,,
Competed in Olympic Games,Female,Janis Lynn•Hape (-Dowd),Janis•Hape,"10 March 1958 in Gary, Indiana (USA)","7 March 2021 in Charlotte, North Carolina (USA)",United States,51047,168 cm / 57 kg,Totem Lake Swim Club,,,,,,
Competed in Olympic Games,Female,Jennifer Leigh•Hooker (-Brinegar),Jennifer•Hooker,"6 June 1961 in Bloomington, Indiana (USA)",,United States,51061,175 cm / 57 kg,Louisville Tarpons,,,,,,
Competed in Olympic Games,Female,Mary Anne•Marchino (-Witchger),Mary Anne•Marchino,"27 January 1938 in Indianapolis, Indiana (USA)",29 January 2021,United States,51108,171 cm / 61 kg,"Indianapolis AC, Indianapolis (USA)",,,,,,
Competed in Olympic Games,Female,"Carol Jane ""Penny""•Pence (-Taylor)",Penny•Pence,"11 May 1929 in Indianapolis, Indiana (USA)",,United States,51150,,Lafayette Country Club,,,,,,
Competed in Olympic Games,Female,Jeanne Georgette•Stunyo (-Korpak),Jeanne•Stunyo,"11 April 1936 in Gary, Indiana (USA)",,United States,51209,157 cm / 54 kg,"Detroit Athletic Club, Detroit (USA)",,,,,,
Competed in Olympic Games,Female,Camille•Wright (-Thompson),Camille•Wright,"5 March 1955 in New Albany, Indiana (USA)",,United States,51246,173 cm / 59 kg,Louisville Tarpons,,,,,,
Competed in Olympic Games,Male,Taylor•Drysdale,Taylor•Drysdale,"14 January 1914 in Indianapolis, Indiana (USA)","9 February 1997 in Orlando, Florida (USA)",United States,51324,,"Detroit Athletic Club, Detroit (USA)",,,,,,
Competed in Olympic Games,Male,"Daniel Lee ""Dan""•Harrigan",Dan•Harrigan,"29 October 1955 in South Bend, Indiana (USA)",,United States,51388,182 cm / 77 kg,Michiana Marlins,,,,,,
Competed in Olympic Games,Male,"Frank Edward•McKinney, Jr.",Frank•McKinney,"3 November 1938 in Indianapolis, Indiana (USA)","11 September 1992 in near Indianapolis, Indiana (USA)",United States,51484,184 cm / 74 kg,"Indianapolis AC, Indianapolis (USA) / Indiana Hoosiers, Bloomington (USA)",Mickey,,,,,
